Title,0,200,400,600,800,1000,1200,1400,1600,1800,2000,2200,2400,2600,2800,3000,3200,3400,3600,3800,4000,4200,4400,4600,4800,5000,5200,5400,5600,5800,6000,6200,6400,6600,6800,7000,7200,7400,7600,7800,8000,8200,8400,8600,8800,9000,9200,9400,9600,9800,10000,10200,10400,10600,10800,11000,11200,11400,11600,11800,12000,12200,12400,12600,12800,13000,13200,13400,13600,13800,14000,14200,14400,14600,14800,15000,15200,15400,15600,15800,16000,16200,16400,16600,16800,17000,17200,17400,17600,17800,18000,18200,18400,18600,18800,19000,19200,19400,19600,19800,Genre
10-guillarde_milanoise_(morlaye).mp3,657646,63076587.11,19849249.86,13810749.74,1380827.8,1154764.933,1840120.431,670414.4786,638988.7657,366152.5956,545894.7875,268687.6929,4851.371051,67698.14604,219189.8096,262670.1001,562831.4636,57093.42787,95138.94962,210897.5929,218277.3984,324431.854,101404.1517,134066.0124,71197.46513,144496.4492,237330.6956,178077.4651,273672.6863,3101.470373,46512.49369,96477.75113,231471.8749,94592.03488,113715.2751,60731.89,1075542.2,50605.86284,64016.00893,300221.9338,25809.06072,163805.7436,88527.30802,52558.41261,165982.3187,60041.20221,72228.16399,181476.7412,89026.4598,119697.329,281841.018,39499.12725,9789.455888,19435.68387,15053.15118,28956.11582,33299.31691,16865.72873,41638.47052,87949.88246,81737.11353,43925.61136,107251.8209,25534.17249,551.7006278,584.1500299,315.3580254,136.6847926,865.6355128,298.9388444,450.0957914,267.6773598,183.0871604,511.6167225,127.289154,172.5480901,625.6759591,246.7297186,392.2090821,244.6293359,543.5868411,437.272832,397.3249933,290.3879208,929.4398992,175.101087,510.0526921,335.4172844,275.6254705,144.3418432,110.5794457,520.8956925,610.2067076,199.8931703,493.0987634,211.9285696,274.6831923,520.142511,299.4126872,449.2578589,classical
10-i_care_not_for_these_ladies_(thomas_campian).mp3,231326120,40552832.49,19673176.8,22181307.01,11434186.35,4742352.189,8959844.314,4075612.758,2437028.704,18750271.26,10917002.28,10196993.37,34705481.9,6348636.004,2832455.944,1073713.278,2241163.877,3386416.391,447276.839,1693751.757,1591004.726,1157780.234,478515.8679,258333.1568,998708.2708,608062.1651,609870.2231,427236.0732,361998.7162,505091.8044,112560.0177,448861.509,1100090.651,1366129.855,952049.253,1022225.735,356042.196,919247.3757,502861.8748,629880.468,922303.8863,426713.2507,672043.1429,539475.6051,347058.4415,184082.7865,442679.7202,72645.93178,135527.5222,138145.9834,173653.368,217661.3167,247927.0277,188846.3359,103689.1423,86198.54652,120806.4296,159065.4776,71729.03121,91283.4978,114377.7439,87694.98046,38463.83633,12805.62132,1911.357241,323.9916928,786.2983988,651.8998327,57.38971672,550.4929922,932.7617463,117.5767142,607.7740527,950.5300172,1414.006987,601.690286,698.6752454,514.783931,156.3485949,630.7800642,626.8717656,165.298448,451.9340042,1525.431729,1405.729645,642.4563564,1038.869241,818.0225927,186.48035,389.0314899,516.7811974,1552.336206,787.8634978,922.0660128,455.9044335,377.2210522,1008.831208,637.1447045,1126.246044,921.1086286,metal_punk
10-johann_christian_bach_(arr_mozart)_concerto_in_d_k107_(1772).mp3,18754423,5685532.039,4399251.992,6246423.932,4319758.527,10040140.14,1530078.614,6622854.598,2464381.94,1007133.283,18132807.78,2463262.577,1031247.217,874622.2837,1817195.371,2298645.337,3529739.849,8364412.616,662104.4942,1767424.765,1922405.829,914717.7644,614787.3251,685916.3076,380988.6705,343296.0739,690580.7022,1028236.929,577728.3582,292547.9103,434758.2606,221924.6791,303481.5688,507792.5821,352473.1768,112348.3566,212808.9521,113482.7019,119876.2342,156623.1127,127986.6867,106246.3928,122168.8125,100640.1948,116425.4407,97181.31687,35524.45518,89943.43475,39145.82367,69521.4578,13571.81451,2083.844892,18928.90996,88723.46281,137858.6908,94290.03902,68090.31243,85887.31862,68113.0719,24794.76848,43100.54743,108713.6318,77941.30939,19350.24603,1525.686691,1095.492814,1414.823347,759.1251053,1294.448988,1174.197795,725.4724175,1358.822523,1420.470388,486.4204501,774.2215826,1802.117142,679.3717725,1930.760068,882.1028418,1035.290784,274.1183897,1946.933991,1075.918878,661.9194946,1359.321356,296.4474226,986.6447281,1031.923157,1502.042132,573.3041046,805.7943339,769.5639478,505.3400598,146.8208471,1412.896631,388.9460127,170.0805464,1148.980506,1305.023929,620.2179856,world
10-let_go.mp3,2343537,35392876.58,65588307.1,41722077.4,5614176.404,12263233.93,14161403.14,4754069.395,1222888.043,9247612.633,30041176.29,14471907.13,24840184.76,12143367.47,4455405.188,12158856.62,18592774.28,12574485.75,7567556.849,12452053.17,7981646.26,5665072.733,14835766.79,4217182.767,5553614.067,1762877.646,4118499.4,14782312.72,1248858.094,7995045.88,4885733.042,1595763.171,1703326.266,3218467.873,358669.348,3307796.439,3029794.138,4055363.902,1123979.289,2053982.524,2533309.512,1916329.248,2710556.029,1282168.981,1426226.676,1579110.272,859237.554,1488616.216,951832.2276,809703.8773,1040859.83,864948.1533,335181.7481,914468.7558,335862.7832,186208.7181,318461.9425,229371.1853,669820.1124,360470.347,94661.1503,256084.4326,586127.4298,55117.74054,5783.907209,4857.184991,5597.86407,4500.817339,5675.298987,5282.031658,5077.847843,5228.923331,5295.40478,5849.204755,4895.075175,4483.716028,3957.120197,5090.557644,5377.293714,4658.492276,3450.795056,4954.131673,3813.130153,5451.687615,4195.178479,4797.069589,4147.336264,5025.852308,4855.871331,4000.626712,5212.35988,4484.756277,4422.50294,4690.404948,4765.723935,5016.253985,5220.442707,3601.552854,3985.6827,3697.463206,classical
10-partita_prima_in_mi_minore_-_double.mp3,59107021,31791706.16,12106839.43,6001713.233,20325478.37,7200041.877,855449.8655,3852634.578,921190.749,1618787.579,5772140.833,691187.7668,1087384.258,841331.9163,82464.16323,622745.8176,709380.7531,484294.091,1986550.1,776341.9548,662162.1571,490560.0001,61110.96848,422009.8595,351770.4782,218853.9037,49809.81245,273754.0321,75503.24253,163643.4261,27621.7354,121923.6855,179117.7079,150785.1306,186706.7326,87616.60114,272223.2346,40916.86788,115295.8494,172503.0649,60226.51613,53051.69119,51636.77127,71685.63659,4273.878835,164158.7323,55322.76824,58000.42322,66242.36983,94144.35687,31532.05666,31039.49577,23079.35635,48747.17748,33499.59826,28288.70912,24714.7828,8455.745186,11081.04675,50948.86483,79707.42105,60982.20933,68694.63925,3961.974409,1191.49761,574.0783699,200.330878,485.6397779,433.1479336,1121.672401,139.5266531,353.12235,874.447855,328.7992997,443.5973777,998.3339641,459.7429999,427.4847252,177.4258118,130.4214193,235.2174602,153.583321,400.7175862,260.9004157,59.5786692,170.3893783,519.1543504,523.3993364,492.9161606,499.1075856,161.4030384,629.0040084,414.9006044,1187.189981,381.292762,470.9063363,739.0017839,465.1242269,274.5967059,594.7631538,world
10-peaceful_planet.mp3,3262782,10845741.01,23016572.72,24769249.38,39964199.81,35320390.67,19523772.11,3802731.539,9679303.223,13126604.47,7640173.923,18317725.77,73797748.85,41988664.66,1308647.885,99679896.66,13548363.08,4103015.943,6796817.798,3962559.824,5209006.388,4104373.332,4127941.174,7312605.659,5899823.772,4015890.578,4175157.905,2341839.001,2945712.954,3038027.168,1487428.042,3041993.211,7771025.578,1517560.685,3305617.326,2000697.646,4424249.486,342374.1064,582551.9058,140502.2471,389424.9864,468489.856,1916759.925,326359.4735,2299393.079,428112.2284,1540685.771,645332.235,817314.6268,524438.0209,638685.7071,398872.9154,1223316.079,173002.0391,64062.92834,52715.25312,122483.3932,165638.1377,222029.2551,537392.4093,49751.2308,340343.6425,1394105.937,262897.248,2147.081619,866.504005,1886.485983,207.8664084,1999.44532,345.5667454,1416.07359,714.5522502,637.9141329,1618.728901,1651.390764,1071.541639,958.2207836,1271.67475,561.3143117,1055.037528,1951.055947,2049.627805,916.517376,1732.934211,847.0232648,1655.116793,2495.850174,670.2150806,1995.314108,867.9367182,1681.023696,1119.418472,1236.973722,520.9900119,756.4120443,923.1562492,868.7892442,757.1989265,1150.167604,708.393701,metal_punk
10-psychedelic_baby.mp3,16476725,13496861.02,29408323.95,33695702.82,51850975.02,7096400.545,21349634.48,3993143.205,34086895.28,13135228.22,10851011.29,8195928.844,5030916.462,12982308.16,26887523.11,2193830.977,39339890.25,26773918.95,10494465.75,10357540.24,7805039.121,8178699.115,3892544.198,1933927.557,8564936.069,4468993.297,12087871.1,10678209.6,10582287.19,2875310.504,5558231.176,2305089.713,5374768.507,5607898.137,1970449.594,10334389.85,7732303.371,8192033.265,6180425.466,2372333.636,1593664.413,3135568.191,4087693.452,4963379.147,1592238.356,2603366.187,3117520.593,4596622.11,2272667.81,706308.6254,1823978.878,3181064.571,2337714.121,3383807.049,2588524.735,829569.5109,2313010.644,2713943.981,2116442.371,1905552.082,1549278.554,877484.7041,995579.6782,396184.6537,6755.484108,2495.733634,1185.610049,934.2175844,1537.729079,1065.396374,1720.292961,1715.823664,1484.091674,2777.427792,1636.925557,1496.803979,1154.788465,806.5155674,1951.952638,1613.278791,1192.288947,1620.384222,1244.161311,406.889068,1358.329144,1675.297581,1574.296126,2202.056315,2181.253967,2100.021826,946.333313,1499.675933,1411.201117,346.3429916,3368.697329,1210.361357,2256.69896,2050.005837,340.6318465,363.3804757,world
10-recercar_10_(steel_string_guitar).mp3,95237141,286309951,9785525.907,4777145.398,7021493.489,8630171.442,3234527.841,239319.3069,1079421.414,1332426.592,1711957.996,995431.1844,477227.1174,841833.9579,1647048.199,637906.5292,3490760.828,619476.0439,1645030.586,751415.7357,617646.384,1087075.711,1065606.104,707412.186,833522.0867,407536.7756,550840.5804,249665.1932,638396.4439,774322.0665,160439.174,332137.7215,273660.1205,349292.721,395355.8894,1081836.822,1189435.223,1495755.777,878124.0745,626781.0018,136660.8328,647345.3602,617056.4274,538630.5976,353049.4121,484120.7269,164810.5765,102158.5308,92630.82087,341619.1299,258874.1185,82898.40685,512422.7967,781275.7041,106508.1958,158643.5267,325628.7214,267865.0664,230201.3372,424049.952,232145.4652,239920.2728,404743.3025,21741.23927,1219.591836,490.3655866,440.1411625,941.5359529,76.07223496,360.5269647,156.6970773,610.5304697,459.320253,655.9152217,486.8576717,461.805085,1199.003639,512.6214057,188.7240614,240.6048985,288.8524506,470.8037159,519.7940584,241.0011706,518.1689122,685.3390528,535.4269308,715.1279893,658.3587141,181.292844,441.5702555,726.4762987,703.7484035,53.68925766,466.9815471,1475.140081,326.9388655,122.5534453,902.1566535,611.586947,world
10-reflection.mp3,373699786,21531168.99,33588425.21,52554903.99,8876286.141,49099750.6,7557956.02,11049569.52,26481794.21,26207958.75,29897401.91,16847603.28,23162206.7,3610636.536,9782506.317,31176019.98,33781107.73,14882116.16,9893234.522,18569594.08,8724509.98,9810883.859,16506972.54,7829086.473,18789381.31,9257149.346,10298930.11,13962873.33,6371673.832,6891762.578,15777560.57,2410956.414,11472041.35,6597016.279,6413692.623,9373453.592,6296136.098,5043440.619,3112411.742,1792331.089,3737985.674,2025062.843,7563730.016,4375774.639,3659354.21,436780.4946,2034778.68,4654084.172,5334640.863,1528607.798,1708451.132,2936478.052,4003179.654,2588170.975,4676601.465,515406.6436,1605857.88,269638.2152,2252042.849,721430.9192,735699.8197,322423.7712,601201.3518,51107.46118,17507.93973,40473.09229,6020.367768,41171.94065,5510.399563,50925.24758,16500.62777,39436.7005,59601.57692,48583.82731,55916.61221,40972.31415,28832.41681,13057.81962,25106.2448,27658.93308,50690.14951,55636.17232,22216.78453,66463.72004,22944.27734,18072.54774,12631.61585,4418.734131,18675.06914,20435.21259,36876.4247,22556.69988,20745.11739,18534.67039,22404.10341,12215.99818,2408.361154,37031.68243,14392.58691,39981.48119,world
10-shadows.mp3,850392,13155317.22,30036648.4,28507096.21,1418146.974,10112024.18,21174060.42,4222636.081,12392771.87,7531521.22,5472980.079,7867378.651,10068562.84,7316453.672,8464509.425,7631027.315,9155951.671,9953953.663,1925273.484,4895889.765,6681899.056,2035016.257,1932219.294,2176067.196,1351691.004,648396.6681,902076.5404,710264.4406,145629.6336,442048.7702,978503.4722,222719.2668,359918.4773,214875.0535,284117.6189,41215.90133,200716.531,326346.2792,660559.2338,248586.4289,359061.1926,1339839.181,1100613.528,632270.4316,265294.9049,804777.06,512478.9539,675763.5298,749056.1682,683389.8236,1105509.997,648674.5854,590562.6219,312435.8344,700959.634,640085.1201,571230.1919,412882.3789,317992.1511,188340.3737,374632.0839,367260.1325,652154.1992,108886.6141,1224.723076,1709.750032,1875.368432,1199.434859,1823.659445,2047.231972,1738.119249,1714.747467,1738.656806,1415.392805,980.3595423,1155.353411,1965.062646,1632.312256,1610.47859,913.5868844,1621.454727,1807.550179,1579.584712,1495.369632,2122.28567,1995.70771,1746.960082,1001.503627,2013.40881,1346.733699,1665.299849,1546.970753,2072.429414,1487.240375,824.5990799,1190.711594,993.8099378,315.3239063,2309.606909,1601.551242,classical
10-shoush_5_8.mp3,203396866,27579853.93,14083554.75,18700120.71,10960325.55,12950272.85,15595918.26,10190227.95,315750.37,3721752.348,4655081.297,4224524.999,5601068.77,3231940.345,2809004.533,9284868.774,3030576.091,2072998.473,6232541.655,1412387.944,13800694.53,4690718.767,1757542.218,4792431.911,4717726.151,4048822.681,1505485.999,5665064.485,1938402.18,3023366.523,2059688.251,4204927.184,2539170.482,1411585.683,5899949.211,2926251.281,2122740.525,6561413.127,1961436.74,2158924.65,3839216.375,1573666.052,5403499.457,3093996.962,4695894.501,466718.0697,1242532.835,2867301.208,2152050.15,854153.1969,5112481.889,2143521.627,2818369.537,2778373.149,1440128.689,3507452.189,2869866.494,1115042.669,2595948.651,523294.7936,1864975.264,3289139.036,2853211.287,702807.0001,12719.24145,3244.228257,5246.356864,4743.052393,1072.747741,7985.92471,3115.125129,6033.514495,5776.895133,6923.104437,8599.363144,3726.692827,7304.741932,6803.129876,2267.694178,1089.667241,4047.132907,2796.920829,2036.023831,10268.00241,5052.626503,3402.007295,6463.547359,3035.993958,944.2912494,6327.151864,8031.74973,3211.798349,9195.206621,8108.889569,4589.753465,3785.452216,3701.15515,6545.469477,2237.066038,1619.804067,classical
